Year,City,State,City & State,Month,Date,Total Sales,Total Value,Median Price,Total Listings,Months to Sell All
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",June,2000-06-01,188,18815000,82500,1075,8.2
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",July,2000-07-01,NA,NA,NA,NA,NA
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",August,2000-08-01,182,17235000,80600,1075,8.2
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",September,2000-09-01,147,13780000,79100,NA,NA
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",October,2000-10-01,124,13055000,90000,NA,NA
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",November,2000-11-01,134,12225000,78900,NA,NA
2000,Longview-Marshall,Texas,"Longview-Marshall, TX",December,2000-12-01,125,12340000,81700,NA,NA
2000,Lubbock,Texas,"Lubbock, TX",January,2000-01-01,110,11615000,86000,723,3.6
2000,Lubbock,Texas,"Lubbock, TX",February,2000-02-01,182,19475000,82900,767,3.8
2000,Lubbock,Texas,"Lubbock, TX",March,2000-03-01,213,20790000,78200,764,3.8
2000,Lubbock,Texas,"Lubbock, TX",April,2000-04-01,213,21060000,81800,761,3.8
2000,Lubbock,Texas,"Lubbock, TX",May,2000-05-01,240,22550000,82100,778,3.9
2000,Lubbock,Texas,"Lubbock, TX",June,2000-06-01,256,27920000,84200,754,3.8
2000,Lubbock,Texas,"Lubbock, TX",July,2000-07-01,223,23900000,83400,798,4.1
2000,Lubbock,Texas,"Lubbock, TX",August,2000-08-01,243,24590000,82300,774,4
2000,Lubbock,Texas,"Lubbock, TX",September,2000-09-01,185,19315000,81600,801,4.1
2000,Lubbock,Texas,"Lubbock, TX",October,2000-10-01,148,15340000,87800,787,4
2000,Lubbock,Texas,"Lubbock, TX",November,2000-11-01,137,12295339,73600,763,3.9
2000,Lubbock,Texas,"Lubbock, TX",December,2000-12-01,157,15420000,76600,717,3.7
2000,Lufkin,Texas,"Lufkin, TX",January,2000-01-01,28,2280000,68000,NA,NA
2000,Lufkin,Texas,"Lufkin, TX",February,2000-02-01,35,3030000,75000,343,7.7
2000,Lufkin,Texas,"Lufkin, TX",March,2000-03-01,44,3700000,75000,NA,NA
2000,Lufkin,Texas,"Lufkin, TX",April,2000-04-01,47,4145000,67500,NA,NA
2000,Lufkin,Texas,"Lufkin, TX",May,2000-05-01,44,4135000,75000,352,7.9
2000,Lufkin,Texas,"Lufkin, TX",June,2000-06-01,55,4695000,75000,354,8.1
2000,Lufkin,Texas,"Lufkin, TX",July,2000-07-01,36,3200000,86700,362,8.6
2000,Lufkin,Texas,"Lufkin, TX",August,2000-08-01,34,2815000,66700,362,9
2000,Lufkin,Texas,"Lufkin, TX",September,2000-09-01,65,5420000,67900,350,8.5
2000,Lufkin,Texas,"Lufkin, TX",October,2000-10-01,51,4945000,86400,NA,NA
2000,Lufkin,Texas,"Lufkin, TX",November,2000-11-01,34,4025000,105000,341,8
2000,Lufkin,Texas,"Lufkin, TX",December,2000-12-01,33,3105000,82500,349,8.3
2000,McAllen,Texas,"McAllen, TX",January,2000-01-01,67,5590000,69400,1303,14.1
2000,McAllen,Texas,"McAllen, TX",February,2000-02-01,100,8925000,73200,1295,13.7
2000,McAllen,Texas,"McAllen, TX",March,2000-03-01,NA,NA,NA,NA,NA
2000,McAllen,Texas,"McAllen, TX",April,2000-04-01,64,6860000,80000,1267,14
2000,McAllen,Texas,"McAllen, TX",May,2000-05-01,129,12335000,78100,1288,13.6
2000,McAllen,Texas,"McAllen, TX",June,2000-06-01,120,12570000,82000,186,1.9
2000,McAllen,Texas,"McAllen, TX",July,2000-07-01,103,10660000,85800,1333,13.9
2000,McAllen,Texas,"McAllen, TX",August,2000-08-01,120,10855000,77700,542,5.5
2000,McAllen,Texas,"McAllen, TX",September,2000-09-01,102,10710000,85000,528,5.4
2000,McAllen,Texas,"McAllen, TX",October,2000-10-01,106,10900000,84400,2413,24.4
2000,McAllen,Texas,"McAllen, TX",November,2000-11-01,92,9520000,84600,2437,24.6
2000,McAllen,Texas,"McAllen, TX",December,2000-12-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",January,2000-01-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",February,2000-02-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",March,2000-03-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",April,2000-04-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",May,2000-05-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",June,2000-06-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",July,2000-07-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",August,2000-08-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",September,2000-09-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",October,2000-10-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",November,2000-11-01,NA,NA,NA,NA,NA
2000,Midland,Texas,"Midland, TX",December,2000-12-01,NA,NA,NA,NA,NA
2000,Montgomery County,Texas,"Montgomery County, TX",January,2000-01-01,259,41671055,126400,2063,5.8
2000,Montgomery County,Texas,"Montgomery County, TX",February,2000-02-01,309,51582288,135500,2148,6
2000,Montgomery County,Texas,"Montgomery County, TX",March,2000-03-01,420,64497180,120700,2251,6.2
2000,Montgomery County,Texas,"Montgomery County, TX",April,2000-04-01,383,59771686,122500,2373,6.4
2000,Montgomery County,Texas,"Montgomery County, TX",May,2000-05-01,427,70040083,131900,2447,6.6
2000,Montgomery County,Texas,"Montgomery County, TX",June,2000-06-01,492,84681733,135700,2497,6.7
2000,Montgomery County,Texas,"Montgomery County, TX",July,2000-07-01,463,84625173,147200,2561,6.8
2000,Montgomery County,Texas,"Montgomery County, TX",August,2000-08-01,460,76996741,135200,2538,6.8
2000,Montgomery County,Texas,"Montgomery County, TX",September,2000-09-01,346,55851169,132300,2528,6.7
2000,Montgomery County,Texas,"Montgomery County, TX",October,2000-10-01,321,50656134,128800,2502,6.7
2000,Montgomery County,Texas,"Montgomery County, TX",November,2000-11-01,313,48150044,125000,2429,6.5
2000,Montgomery County,Texas,"Montgomery County, TX",December,2000-12-01,333,57166357,131100,2280,6
2000,Nacogdoches,Texas,"Nacogdoches, TX",January,2000-01-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",February,2000-02-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",March,2000-03-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",April,2000-04-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",May,2000-05-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",June,2000-06-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",July,2000-07-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",August,2000-08-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",September,2000-09-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",October,2000-10-01,NA,NA,NA,NA,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",November,2000-11-01,19,1875000,88800,212,NA
2000,Nacogdoches,Texas,"Nacogdoches, TX",December,2000-12-01,NA,NA,NA,NA,NA
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",January,2000-01-01,344,62405222,137300,2205,3.8
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",February,2000-02-01,531,89639468,131600,2170,3.7
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",March,2000-03-01,717,121843202,133100,2019,3.4
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",April,2000-04-01,590,101991988,132800,2010,3.3
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",May,2000-05-01,746,129168618,135500,2045,3.3
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",June,2000-06-01,727,134038305,142000,2094,3.5
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",July,2000-07-01,686,122164399,141000,2240,3.8
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",August,2000-08-01,717,136240198,144000,2149,3.6
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",September,2000-09-01,551,95026543,136900,2154,3.6
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",October,2000-10-01,556,98981891,135000,2208,3.7
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",November,2000-11-01,530,97558239,142700,2184,3.6
2000,NE Tarrant County,Texas,"NE Tarrant County, TX",December,2000-12-01,474,91298362,144800,2086,3.5
2000,Odessa,Texas,"Odessa, TX",January,2000-01-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",February,2000-02-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",March,2000-03-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",April,2000-04-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",May,2000-05-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",June,2000-06-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",July,2000-07-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",August,2000-08-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",September,2000-09-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",October,2000-10-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",November,2000-11-01,NA,NA,NA,NA,NA
2000,Odessa,Texas,"Odessa, TX",December,2000-12-01,NA,NA,NA,NA,NA
2000,Paris,Texas,"Paris, TX",January,2000-01-01,19,1440000,71700,286,7.5
2000,Paris,Texas,"Paris, TX",February,2000-02-01,31,2605000,69400,287,7.5
2000,Paris,Texas,"Paris, TX",March,2000-03-01,37,2590000,66200,285,7.5
2000,Paris,Texas,"Paris, TX",April,2000-04-01,41,3340000,66200,273,7
2000,Paris,Texas,"Paris, TX",May,2000-05-01,55,3815000,58600,280,7
2000,Paris,Texas,"Paris, TX",June,2000-06-01,39,3295000,79200,273,6.9
2000,Paris,Texas,"Paris, TX",July,2000-07-01,39,3400000,71200,300,7.7
2000,Paris,Texas,"Paris, TX",August,2000-08-01,61,4185200,70000,319,7.9
2000,Paris,Texas,"Paris, TX",September,2000-09-01,41,3490000,75000,315,7.9
2000,Paris,Texas,"Paris, TX",October,2000-10-01,35,2535000,72100,343,8.6
2000,Paris,Texas,"Paris, TX",November,2000-11-01,28,1607140,57000,336,8.7
2000,Paris,Texas,"Paris, TX",December,2000-12-01,37,3130000,76200,299,7.7
2000,Port Arthur,Texas,"Port Arthur, TX",January,2000-01-01,40,3090000,68300,314,5.6
2000,Port Arthur,Texas,"Port Arthur, TX",February,2000-02-01,53,4295000,67500,303,5.3
2000,Port Arthur,Texas,"Port Arthur, TX",March,2000-03-01,68,4795000,63800,329,5.7
2000,Port Arthur,Texas,"Port Arthur, TX",April,2000-04-01,46,3405000,66700,327,5.9
2000,Port Arthur,Texas,"Port Arthur, TX",May,2000-05-01,82,5360000,60000,344,6
2000,Port Arthur,Texas,"Port Arthur, TX",June,2000-06-01,65,5225000,63800,358,6.3
2000,Port Arthur,Texas,"Port Arthur, TX",July,2000-07-01,60,4530000,56200,354,6.3
2000,Port Arthur,Texas,"Port Arthur, TX",August,2000-08-01,68,5350000,68200,373,6.5
2000,Port Arthur,Texas,"Port Arthur, TX",September,2000-09-01,55,4390000,72500,384,6.8
2000,Port Arthur,Texas,"Port Arthur, TX",October,2000-10-01,38,2685000,58800,372,6.7
2000,Port Arthur,Texas,"Port Arthur, TX",November,2000-11-01,53,4685000,72500,384,6.8
2000,Port Arthur,Texas,"Port Arthur, TX",December,2000-12-01,61,5085000,65000,351,6.1
2000,San Angelo,Texas,"San Angelo, TX",January,2000-01-01,66,5670000,76000,558,5.9
2000,San Angelo,Texas,"San Angelo, TX",February,2000-02-01,96,7350000,63000,552,5.7
2000,San Angelo,Texas,"San Angelo, TX",March,2000-03-01,92,7310000,68200,577,6
2000,San Angelo,Texas,"San Angelo, TX",April,2000-04-01,86,6985000,72900,619,6.6
2000,San Angelo,Texas,"San Angelo, TX",May,2000-05-01,111,9361959,NA,616,6.6
2000,San Angelo,Texas,"San Angelo, TX",June,2000-06-01,116,10386975,NA,636,6.9
2000,San Angelo,Texas,"San Angelo, TX",July,2000-07-01,122,10950000,77500,690,7.3
2000,San Angelo,Texas,"San Angelo, TX",August,2000-08-01,118,10100000,77300,710,7.4
2000,San Angelo,Texas,"San Angelo, TX",September,2000-09-01,88,6950000,73300,739,7.8
2000,San Angelo,Texas,"San Angelo, TX",October,2000-10-01,101,8765000,77900,745,7.7
2000,San Angelo,Texas,"San Angelo, TX",November,2000-11-01,27,2235000,71200,700,7.6
2000,San Angelo,Texas,"San Angelo, TX",December,2000-12-01,99,7965000,72500,698,7.5
2000,San Antonio,Texas,"San Antonio, TX",January,2000-01-01,820,98974924,90900,5866,4.7
2000,San Antonio,Texas,"San Antonio, TX",February,2000-02-01,1075,120851076,86000,5933,4.7
2000,San Antonio,Texas,"San Antonio, TX",March,2000-03-01,1433,167748201,87000,6187,4.9
2000,San Antonio,Texas,"San Antonio, TX",April,2000-04-01,1263,145280248,90200,6339,5
2000,San Antonio,Texas,"San Antonio, TX",May,2000-05-01,1574,183281564,91200,6454,5
2000,San Antonio,Texas,"San Antonio, TX",June,2000-06-01,1666,210779154,100100,6471,5
2000,San Antonio,Texas,"San Antonio, TX",July,2000-07-01,1508,185816640,100500,6328,4.9
2000,San Antonio,Texas,"San Antonio, TX",August,2000-08-01,1626,195515195,93400,6764,5.2
2000,San Antonio,Texas,"San Antonio, TX",September,2000-09-01,1300,156643797,94800,6761,5.2
2000,San Antonio,Texas,"San Antonio, TX",October,2000-10-01,1192,141630200,93500,6850,5.2
2000,San Antonio,Texas,"San Antonio, TX",November,2000-11-01,1125,133453386,94100,6610,5
2000,San Antonio,Texas,"San Antonio, TX",December,2000-12-01,1008,122995362,96800,6335,4.9
2000,San Marcos,Texas,"San Marcos, TX",January,2000-01-01,22,2380000,106700,190,6.3
2000,San Marcos,Texas,"San Marcos, TX",February,2000-02-01,23,2935000,112900,183,6
2000,San Marcos,Texas,"San Marcos, TX",March,2000-03-01,29,3400000,112500,184,6
2000,San Marcos,Texas,"San Marcos, TX",April,2000-04-01,29,3185000,106000,194,6.5
2000,San Marcos,Texas,"San Marcos, TX",May,2000-05-01,42,4620000,92500,213,6.8
2000,San Marcos,Texas,"San Marcos, TX",June,2000-06-01,32,3870000,117500,227,7.5
2000,San Marcos,Texas,"San Marcos, TX",July,2000-07-01,28,2975000,97500,228,7.7
2000,San Marcos,Texas,"San Marcos, TX",August,2000-08-01,50,6230000,112000,259,8.4
2000,San Marcos,Texas,"San Marcos, TX",September,2000-09-01,27,3160000,110000,188,6.1
2000,San Marcos,Texas,"San Marcos, TX",October,2000-10-01,33,3675000,110000,259,8.2
2000,San Marcos,Texas,"San Marcos, TX",November,2000-11-01,17,2240000,123300,208,6.9
2000,San Marcos,Texas,"San Marcos, TX",December,2000-12-01,30,3310000,120000,259,8.6
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",January,2000-01-01,44,3843807,70000,494,6.6
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",February,2000-02-01,68,5453464,68800,468,6.2
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",March,2000-03-01,96,8718915,65000,484,6.3
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",April,2000-04-01,76,6892592,78900,529,7.1
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",May,2000-05-01,137,11015904,69700,521,6.5
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",June,2000-06-01,132,12032736,76900,527,6.3
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",July,2000-07-01,96,8676864,81700,552,6.5
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",August,2000-08-01,100,8453800,76400,548,6.4
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",September,2000-09-01,95,8484732,79000,557,6.4
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",October,2000-10-01,71,6754535,91900,554,6.4
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",November,2000-11-01,93,8277465,82800,539,6
2000,Sherman-Denison,Texas,"Sherman-Denison, TX",December,2000-12-01,71,6136610,76200,523,5.8
2000,South Padre Island,Texas,"South Padre Island, TX",January,2000-01-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",February,2000-02-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",March,2000-03-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",April,2000-04-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",May,2000-05-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",June,2000-06-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",July,2000-07-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",August,2000-08-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",September,2000-09-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",October,2000-10-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",November,2000-11-01,NA,NA,NA,NA,NA
2000,South Padre Island,Texas,"South Padre Island, TX",December,2000-12-01,NA,NA,NA,NA,NA
2000,Temple-Belton,Texas,"Temple-Belton, TX",January,2000-01-01,56,5775000,82900,582,6.7
2000,Temple-Belton,Texas,"Temple-Belton, TX",February,2000-02-01,73,8220000,91700,617,7.1
2000,Temple-Belton,Texas,"Temple-Belton, TX",March,2000-03-01,82,8900000,83800,634,7.3
2000,Temple-Belton,Texas,"Temple-Belton, TX",April,2000-04-01,90,9775000,83600,647,7.5
2000,Temple-Belton,Texas,"Temple-Belton, TX",May,2000-05-01,122,11685000,88900,637,7.2
2000,Temple-Belton,Texas,"Temple-Belton, TX",June,2000-06-01,124,15605000,100000,627,7.1
2000,Temple-Belton,Texas,"Temple-Belton, TX",July,2000-07-01,88,8880000,84200,595,6.7
2000,Temple-Belton,Texas,"Temple-Belton, TX",August,2000-08-01,115,12188815,86200,578,6.5
2000,Temple-Belton,Texas,"Temple-Belton, TX",September,2000-09-01,89,8965000,88300,560,6.2
2000,Temple-Belton,Texas,"Temple-Belton, TX",October,2000-10-01,91,9995000,90600,536,5.9
2000,Temple-Belton,Texas,"Temple-Belton, TX",November,2000-11-01,96,11185000,99100,523,5.6
2000,Temple-Belton,Texas,"Temple-Belton, TX",December,2000-12-01,79,7635000,80400,501,5.4
2000,Texarkana,Texas,"Texarkana, TX",January,2000-01-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",February,2000-02-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",March,2000-03-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",April,2000-04-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",May,2000-05-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",June,2000-06-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",July,2000-07-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",August,2000-08-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",September,2000-09-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",October,2000-10-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",November,2000-11-01,NA,NA,NA,NA,NA
2000,Texarkana,Texas,"Texarkana, TX",December,2000-12-01,NA,NA,NA,NA,NA
2000,Tyler,Texas,"Tyler, TX",January,2000-01-01,113,12425000,85800,1438,8.4
2000,Tyler,Texas,"Tyler, TX",February,2000-02-01,142,14470000,86200,1483,8.7
2000,Tyler,Texas,"Tyler, TX",March,2000-03-01,201,20860000,87800,1438,8.4
2000,Tyler,Texas,"Tyler, TX",April,2000-04-01,169,20475000,94600,1564,9.2
2000,Tyler,Texas,"Tyler, TX",May,2000-05-01,191,22775000,95000,1564,9.2
2000,Tyler,Texas,"Tyler, TX",June,2000-06-01,201,23470000,94700,1585,9.3
2000,Tyler,Texas,"Tyler, TX",July,2000-07-01,191,23070000,97900,1576,9.3
2000,Tyler,Texas,"Tyler, TX",August,2000-08-01,198,22855000,99000,1574,9.3
2000,Tyler,Texas,"Tyler, TX",September,2000-09-01,152,17355000,97500,1585,9.5
2000,Tyler,Texas,"Tyler, TX",October,2000-10-01,164,17030000,86400,1490,9
2000,Tyler,Texas,"Tyler, TX",November,2000-11-01,154,18140000,98800,1442,8.5
2000,Tyler,Texas,"Tyler, TX",December,2000-12-01,123,13525000,92500,1331,8
2000,Victoria,Texas,"Victoria, TX",January,2000-01-01,40,3615000,83300,250,4.3
2000,Victoria,Texas,"Victoria, TX",February,2000-02-01,46,3635000,81700,271,4.7
2000,Victoria,Texas,"Victoria, TX",March,2000-03-01,62,5645000,86700,285,5
2000,Victoria,Texas,"Victoria, TX",April,2000-04-01,52,5065000,87500,288,5
2000,Victoria,Texas,"Victoria, TX",May,2000-05-01,51,4115000,70600,325,5.8
2000,Victoria,Texas,"Victoria, TX",June,2000-06-01,83,8640000,88800,338,6.1
2000,Victoria,Texas,"Victoria, TX",July,2000-07-01,60,6610000,90000,339,6.1
2000,Victoria,Texas,"Victoria, TX",August,2000-08-01,87,8325000,84600,324,5.6
2000,Victoria,Texas,"Victoria, TX",September,2000-09-01,62,5935000,81000,322,5.6
2000,Victoria,Texas,"Victoria, TX",October,2000-10-01,53,4275000,75000,301,5.1
2000,Victoria,Texas,"Victoria, TX",November,2000-11-01,51,5900000,103800,283,4.7
2000,Victoria,Texas,"Victoria, TX",December,2000-12-01,58,5485000,85000,272,4.6
2000,Waco,Texas,"Waco, TX",January,2000-01-01,69,6652550,NA,NA,NA
2000,Waco,Texas,"Waco, TX",February,2000-02-01,89,8351101,NA,NA,NA
2000,Waco,Texas,"Waco, TX",March,2000-03-01,77,7205528,NA,NA,NA
2000,Waco,Texas,"Waco, TX",April,2000-04-01,74,6218310,NA,NA,NA
2000,Waco,Texas,"Waco, TX",May,2000-05-01,55,5212270,NA,NA,NA
2000,Waco,Texas,"Waco, TX",June,2000-06-01,66,5212270,NA,NA,NA
2000,Waco,Texas,"Waco, TX",July,2000-07-01,138,14387400,NA,NA,NA
2000,Waco,Texas,"Waco, TX",August,2000-08-01,134,12766794,NA,NA,NA
2000,Waco,Texas,"Waco, TX",September,2000-09-01,79,7603000,NA,NA,NA
2000,Waco,Texas,"Waco, TX",October,2000-10-01,78,7897390,NA,NA,NA
2000,Waco,Texas,"Waco, TX",November,2000-11-01,52,5028663,NA,NA,NA
2000,Waco,Texas,"Waco, TX",December,2000-12-01,80,5937212,NA,NA,NA
2000,Wichita Falls,Texas,"Wichita Falls, TX",January,2000-01-01,87,6710000,61200,673,5.5
2000,Wichita Falls,Texas,"Wichita Falls, TX",February,2000-02-01,145,10765000,59800,657,5.2
2000,Wichita Falls,Texas,"Wichita Falls, TX",March,2000-03-01,133,9795000,65500,633,5
2000,Wichita Falls,Texas,"Wichita Falls, TX",April,2000-04-01,113,8465000,68200,662,5.3
2000,Wichita Falls,Texas,"Wichita Falls, TX",May,2000-05-01,129,10795000,66500,690,5.6
2000,Wichita Falls,Texas,"Wichita Falls, TX",June,2000-06-01,141,13385000,76800,730,5.9
